"paper_id","coder","paper_title","criterion category","criterion label","new criterion label","normative framing","text evidence","is prerequisite for","depends on","can be automated","LLM involved","notes"
117,"Amelia","Computational reproducibility of R code supplements on OSF","Executability","computing environment",,"injunctive","""Finally, to support execution in automated or containerised environments, scripts should run non-interactively and avoid GUI-based functions in favor of programmatic alternatives, enabling full execution without manual intervention."" (p. 4)",,"dependency resolution","yes","no",
117,"Amelia","Computational reproducibility of R code supplements on OSF","Executability","new criterion","code runs without manual intervention","injunctive","""Finally, to support execution in automated or containerised environments, scripts should run non-interactively and avoid GUI-based functions in favor of programmatic alternatives, enabling full execution without manual intervention."" (p. 4)",,,"yes","no",
118,"Amelia","Tooling for reproducible research: considerations for the past and future of data analysis","Availability","data deposit",,"descriptive","""many scientific journals... changed their article submission policies to encourage or require the submission of data and code along with their manuscripts"" (p. 2)",,,"unclear",,
118,"Amelia","Tooling for reproducible research: considerations for the past and future of data analysis","Availability","code deposit",,"descriptive","""many scientific journals... changed their article submission policies to encourage or require the submission of data and code along with their manuscripts"" (p. 2)",,,"unclear",,
118,"Amelia","Tooling for reproducible research: considerations for the past and future of data analysis","Executability","dependency resolution",,"injunctive","""users could always be assured that the code and the output were up to date... and that the code had executed, because otherwise the package could not have been built in the first place"" (p. 3)",,,"yes","no",
118,"Amelia","Tooling for reproducible research: considerations for the past and future of data analysis","Executability","coding error handling",,"tacit","""If there were a change to the data or the code, re-weaving the source file would update the results and confirm the reproducibility of the analysis (or not, if there were some error in the code)"" (p. 3)",,,"yes","no",
119,"Amelia","“Works on my machine”: a case study of replicability challenges inComputational humanities research","Availability","code deposit",,"injunctive","""The most immediate variable concerns the availability of source code, as this forms the basis for further analysis"" (p.144); ""source code availability... [is] a necessary condition for the replication of computational research"" (p.143)","dependency resolution; path resolution; computing environment",,"unclear",,
119,"Amelia","“Works on my machine”: a case study of replicability challenges inComputational humanities research","Availability","data documentation",,"injunctive","Projects which do not precisely describe their computational environment may therefore cease to function in the near future (p.143)",,,"unclear",,
119,"Amelia","“Works on my machine”: a case study of replicability challenges inComputational humanities research","Availability","new criterion","artifacts longevity/sustainability","injunctive","""these projects must necessarily concern themselves with the question of sustainability, as software, and software libraries especially, may change over time and the stability of their interfaces or functionality is typically not guaranteed"" (p.143)",,,"unclear",,
119,"Amelia","“Works on my machine”: a case study of replicability challenges inComputational humanities research","Executability","dependency resolution",,"injunctive","""A project's dependencies were marked as reproducible only if the versions of all declared dependencies were explicitly and unambiguously specified... Even a single undeclared version... was sufficient for the project to be marked as non-reproducible."" (p.145)",,"code deposit","unclear",,
119,"Amelia","“Works on my machine”: a case study of replicability challenges inComputational humanities research","Executability","computing environment",,"injunctive","""These images... already include all the programs and dependencies required for replicating findings, and are termed self-contained and self-executable research artefacts"" (p.146)",,"code deposit","unclear",,
119,"Amelia","“Works on my machine”: a case study of replicability challenges inComputational humanities research","Executability","path resolution",,"injunctive","""hardware differences and hard-coded paths may further impede replicability"" (p.146)",,"code deposit","unclear",,
120,"Amelia","Reproducibility spectrum for applied social sciences: conceptual taxonomy and recommended tools","Availability","data deposit",,"tacit","""Share data on OSF"" listed under Platforms × Data; ""upload to OSF"" as step 1 of the ARTE progression",,,"unclear",,
120,"Amelia","Reproducibility spectrum for applied social sciences: conceptual taxonomy and recommended tools","Availability","code deposit",,"tacit","Code column defined as ""Version control and sharing of analysis scripts""; ""share on GitHub"" listed as step 2",,,"unclear",,
120,"Amelia","Reproducibility spectrum for applied social sciences: conceptual taxonomy and recommended tools","Availability","data documentation",,"tacit","""Write READMEs and data dictionaries""; ""Create data dictionaries. Include metadata (variable definitions, units, collection methods)""",,,"unclear",,
120,"Amelia","Reproducibility spectrum for applied social sciences: conceptual taxonomy and recommended tools","Availability","license",,"tacit","""Specify licensing (CC BY, CC0)"" listed under Practices × Data",,,"unclear",,
120,"Amelia","Reproducibility spectrum for applied social sciences: conceptual taxonomy and recommended tools","Executability","dependency resolution",,"tacit","""Package/dependency management (renv, conda, pip requirements.txt, packrat)""; ""Document computational environment (Dockerfile, renv.lock)""",,,"unclear",,
120,"Amelia","Reproducibility spectrum for applied social sciences: conceptual taxonomy and recommended tools","Executability","computing environment",,"tacit","Containerization defined as an asset (Docker, Podman); ""Master Quarto... Develop automated workflows"" listed for experienced researchers",,,"unclear",,
120,"Amelia","Reproducibility spectrum for applied social sciences: conceptual taxonomy and recommended tools","Executability","new criterion","version control","tacit","""Version control and sharing of analysis scripts""; ""share on GitHub"" listed as step 2",,,"unclear",,
121,"Amelia","Statistical perspectives on reproducibility: definitions and challenges","Availability","code deposit",,"injunctive","""the requirement for reproducible research is that the documentation, data and code used for the analysis are available to others, so that they can verify the published results"" (p. 5–6)",,,"unclear",,
121,"Amelia","Statistical perspectives on reproducibility: definitions and challenges","Availability","data deposit",,"injunctive","""the requirement for reproducible research is that the documentation, data and code used for the analysis are available to others, so that they can verify the published results"" (p. 5–6)",,,"unclear",,
121,"Amelia","Statistical perspectives on reproducibility: definitions and challenges","Availability","data documentation",,"injunctive","""Donoho [50] advised to create a single R script that generates all the results, figures and tables, for a particular paper"" (p. 16) and ""Schwab et al. [131] described ReDoc, a simple software system where authors deposit all the documentation, data, and code, that allows readers to reproduce computational results"" (p. 16–17)",,,"unclear",,
121,"Amelia","Statistical perspectives on reproducibility: definitions and challenges","Availability","data provenance",,"tacit","""following the FAIR (Findable, Accessible, Interoperable and Reproducible) principles [151] for data management can lead to higher reproducibility"" (p. 17–18)",,,"unclear",,
122,"Amelia","AIRepr: an analyst-inspector framework for evaluating reproducibility of LLMs in data science","Executability","new criterion","code runs without manual intervention","injunctive","""Solutions with inexecutable code are automatically marked as inaccurate and irreproducible."" (p.10174)",,,"yes","yes",
123,"Amelia","Why computational reproducibility matters","Executability","computing environment",,"injunctive","""What you want is a precisely specified and reproducible environment""; ""bit-for-bit reproducibility is... a matter of bookkeeping""","numerical output match",,"unclear",,
123,"Amelia","Why computational reproducibility matters","Consistency","numerical output match",,"injunctive","Argues bit-for-bit exact matching over tolerance-based ""good-enough-for-me"" matching; explicit dependency: ""Bob would have run Alice's environment, confirmed the result of 0.9 nm""",,"computing environment","unclear",,
124,"Amelia","Perceived problems, causes, and solutions of finance research reproducibility and replicability: a pre-registered report","Availability","code deposit",,"descriptive","""One response to such concerns has been code and data sharing policies of journals that aim to improve transparency and provide third parties with the ability to reproduce the results using the exact same and applying the same method through code (Nagel, 2018)."" (p. 1)",,,"unclear",,
124,"Amelia","Perceived problems, causes, and solutions of finance research reproducibility and replicability: a pre-registered report","Availability","data deposit",,"descriptive","""One response to such concerns has been code and data sharing policies of journals that aim to improve transparency and provide third parties with the ability to reproduce the results using the exact same and applying the same method through code (Nagel, 2018)."" (p. 1)",,,"unclear",,
125,"Amelia","A report on ""corruption and Co-optation in autocracy: evidence from Russia""","Availability","code deposit",,"tacit","""Cleaning code provided [Partial]... some minor modifications required,"" ""Analysis code provided ✓ [Fully]"" (Table 1, p.5)",,,"unclear",,
125,"Amelia","A report on ""corruption and Co-optation in autocracy: evidence from Russia""","Availability","data deposit",,"tacit","""Raw data provided ✓ [Fully],"" ""Analysis data provided ✓ [Fully]"" (Table 1, p.5)",,,"unclear",,
125,"Amelia","A report on ""corruption and Co-optation in autocracy: evidence from Russia""","Executability","path resolution",,"tacit","""we had to remove references in the clean_data.R script to a subfolder that may be the legacy of an obsolete file directory"" (p.5)",,,"no",,
125,"Amelia","A report on ""corruption and Co-optation in autocracy: evidence from Russia""","Executability","dependency resolution",,"tacit","""we also had trouble reproducing the Oster (2019) statistics due to package issues"" (p.5)",,,"unclear",,
125,"Amelia","A report on ""corruption and Co-optation in autocracy: evidence from Russia""","Executability","computing environment",,"tacit","""These challenges occurred on both Windows and MacOS operating systems and with different R versions (4.4.1 and 4.4.3)"" (p.5)",,,"unclear",,
126,"Amelia","Automated Reproducibility Testing in R Markdown","Availability","code deposit",,"injunctive","""the repository should contain both the Markdown files as well as the metadata files"" (p. 3)","numerical output match; table and figure match",,"no",,
126,"Amelia","Automated Reproducibility Testing in R Markdown","Availability","data documentation",,"injunctive","""The metadata contains information about the R version used to generate the metadata, so future versions of our package could easily be adapted to this change."" (p. 8)","numerical output match; table and figure match; computing environment",,"yes","no",
126,"Amelia","Automated Reproducibility Testing in R Markdown","Consistency","numerical output match",,"injunctive","""Check whether the results that are reported in text, tables, and figures are identical to the results of the original analysis."" (p. 6)",,"code deposit; data documentation","yes","no",
126,"Amelia","Automated Reproducibility Testing in R Markdown","Consistency","table and figure match",,"injunctive","""Check whether the results that are reported in text, tables, and figures are identical to the results of the original analysis."" (p. 6)",,"code deposit; data documentation","yes","no",
126,"Amelia","Automated Reproducibility Testing in R Markdown","Consistency","codes consistent with claims",,"injunctive","""fingerprints of the entire code chunk syntax are stored. Users are informed by a warning in the reproducibility report"" when code changes between runs (p. 7)","numerical output match; table and figure match","code deposit; data documentation","yes","no",
128,"Amelia","The reliability of replications: a study in computational reproductions","Availability","code deposit",,"injunctive","""The most important is transparency. A successful single computational reproduction of a given model is far more likely if the complete, well-annotated original code is available."" (p. 18)","numerical output match; table and figure match; path resolution; coding error handling",,"unclear",,
128,"Amelia","The reliability of replications: a study in computational reproductions","Availability","data deposit",,"tacit","the paper uses ""freely available data and code"" as a criterion for selecting the Brady & Finnigan target paper (p. 7: ""it is highly cited, offers freely available data and code""), and notes that inaccessible data introduces error (p. 19), but never explicitly states data deposit as a rule.","numerical output match; table and figure match",,"unclear",,
128,"Amelia","The reliability of replications: a study in computational reproductions","Availability","data documentation",,"injunctive","""Gary King refers to provision of original code as the most elegant way to engage in reproducible research. Our results demonstrate that truly elegant code should be well-structured, well-documented and comprehensible for researchers who do not use the software."" (p. 19, Discussion)",,"code deposit","unclear",,
128,"Amelia","The reliability of replications: a study in computational reproductions","Executability","computing environment",,"injunctive","""differences between operating systems, packages and processors can produce different results [...] Default settings often change across versions or software packages."" (p. 19, Discussion). Also: ""sharing of environment and dependencies within the software (sometimes known as a 'colophon' or 'session info') theoretically gives all necessary information to remove intra-software and package variation in results."" (p. 19–20, Discussion)",,"code deposit","unclear",,
128,"Amelia","The reliability of replications: a study in computational reproductions","Executability","coding error handling",,"injunctive","""For curating, we attempted to fix mistakes in a team's code only if the following two conditions were met: it had to be obvious that it was a mistake and, if so, that we could determine a counterfactual scenario of what the authors would have done instead had they become aware of the mistake. We only changed code when we did not have to make any decisions."" (p. 9, Methods — Curated section)",,"code deposit","no",,
128,"Amelia","The reliability of replications: a study in computational reproductions","Consistency","numerical output match",,"injunctive","""we define a stricter dichotomy of Exact Replication where results must be within 1% of the original"" (p. 8, Methods). Also: ""Directional Reproduction, a dichotomy where results simply point in the same direction and match a null hypothesis significance test that the coefficient is exactly zero with a cut-off of p < 0.05"" (p. 8, Methods).",,"code deposit; data deposit; coding error handing","yes","no",
130,"Amelia","Reproducibility in the classroom","Availability","code deposit",,"tacit","""Are code and data both readily available?"" (p.10)",,,"unclear",,
130,"Amelia","Reproducibility in the classroom","Availability","data deposit",,"tacit","""Are code and data both readily available?"" (p.10)",,,"unclear",,
130,"Amelia","Reproducibility in the classroom","Availability","data documentation",,"tacit","""students are also explicitly taught on reproducibility practices and evaluated on these... naming files..., writing meaningful commit messages, saving session information (e.g., operating system information and versions of R packages), writing informative README files"" (p.12–13)",,,"unclear",,
130,"Amelia","Reproducibility in the classroom","Consistency","numerical output match",,"tacit","""Does running the provided code exactly produce the study results?"" (p.10)",,,"unclear",,
131,"Amelia","Guide for Accelerating Computational Reproducibility in the Social Sciences","Availability","data deposit",,"injunctive","Level 1 (L1): No data or code are available. Possible improvements include adding: raw data, analysis data, cleaning code, and analysis code. You may have detected papers without any reproduction materials at the Paper Selection stage, where you should have recorded them as abandoned candidate papers.

Level 2 (L2): Code scripts are available (partial or complete), but no data are available. Possible improvements include adding: raw data and analysis data.

Level 3 (L3): Analytic data and code are partially available, but raw data and cleaning code are missing. Possible improvements include: completing analysis data and/or code, adding raw data, and adding analysis code.

Level 4 (L4): All analytic data sets and analysis code are available, but the code fails to run or produces results inconsistent with the paper (not CRA). Possible improvements include: debugging the analysis code or obtaining raw data.

Level 5 (L5): Analytic data sets and analysis code are available and they produce the same results as presented in the paper (CRA). The reproducibility package may be improved by obtaining the original raw data.

Note: This is the highest level that most published research papers can attain currently. Computational reproducibility from raw data is required for papers that are reproducible at Level 6 and above.

Level 6 (L6): Cleaning code scripts are available (partial or complete), but raw data is missing. Possible improvements include: adding raw data.

Level 7 (L7): Cleaning code is available and complete, and raw data is partially available. Possible improvements: adding raw data.

Level 8 (L8): All the materials (raw data, analytic data, cleaning code, and analysis code) are available. However, the cleaning code fails to run or produces different results from those presented in the paper (not CRR) or the analysis code fails to run or produces results inconsistent with the paper (not CRA). Possible improvements: debugging the cleaning or analysis code.

Level 9 (L9): All the materials (raw data, analytic data, cleaning code, and analysis code) are available. The analysis code produces the same output as presented in the paper (CRA). However, the cleaning code fails to run or produces different results from those presented in the paper (not CRR). Possible improvements: debugging the cleaning code.

Level 10 (L10): All necessary materials are available and produce consistent results with those presented in the paper. The reproduction involves minimal effort and can be conducted starting from the analytic data ( CRA) and the raw data (CRR). Note that Level 10 is aspirational and may be unattainable for most research published today.","workflow/reproduction tree; numerical output match; table and figure match",,"no",,"Can be analytic or raw data. If raw data is submitted, then cleaning codes must be provided."
131,"Amelia","Guide for Accelerating Computational Reproducibility in the Social Sciences","Availability","code deposit",,"injunctive","Level 1 (L1): No data or code are available. Possible improvements include adding: raw data, analysis data, cleaning code, and analysis code. You may have detected papers without any reproduction materials at the Paper Selection stage, where you should have recorded them as abandoned candidate papers.

Level 2 (L2): Code scripts are available (partial or complete), but no data are available. Possible improvements include adding: raw data and analysis data.

Level 3 (L3): Analytic data and code are partially available, but raw data and cleaning code are missing. Possible improvements include: completing analysis data and/or code, adding raw data, and adding analysis code.

Level 4 (L4): All analytic data sets and analysis code are available, but the code fails to run or produces results inconsistent with the paper (not CRA). Possible improvements include: debugging the analysis code or obtaining raw data.

Level 5 (L5): Analytic data sets and analysis code are available and they produce the same results as presented in the paper (CRA). The reproducibility package may be improved by obtaining the original raw data.

Note: This is the highest level that most published research papers can attain currently. Computational reproducibility from raw data is required for papers that are reproducible at Level 6 and above.

Level 6 (L6): Cleaning code scripts are available (partial or complete), but raw data is missing. Possible improvements include: adding raw data.

Level 7 (L7): Cleaning code is available and complete, and raw data is partially available. Possible improvements: adding raw data.

Level 8 (L8): All the materials (raw data, analytic data, cleaning code, and analysis code) are available. However, the cleaning code fails to run or produces different results from those presented in the paper (not CRR) or the analysis code fails to run or produces results inconsistent with the paper (not CRA). Possible improvements: debugging the cleaning or analysis code.

Level 9 (L9): All the materials (raw data, analytic data, cleaning code, and analysis code) are available. The analysis code produces the same output as presented in the paper (CRA). However, the cleaning code fails to run or produces different results from those presented in the paper (not CRR). Possible improvements: debugging the cleaning code.

Level 10 (L10): All necessary materials are available and produce consistent results with those presented in the paper. The reproduction involves minimal effort and can be conducted starting from the analytic data ( CRA) and the raw data (CRR). Note that Level 10 is aspirational and may be unattainable for most research published today.","workflow/reproduction tree; numerical output match; table and figure match",,"no",,
131,"Amelia","Guide for Accelerating Computational Reproducibility in the Social Sciences","Availability","data documentation",,"injunctive","Reproducers are encouraged to build on top of previous reproductions by exporting input descriptions of previous reproducers (by searching into previous reproductions and clicking “download table as csv” in the assessment section) and uploading them into their own reproduction (by clicking “upload csv”).","workflow/reproduction tree; coding error handling","data deposit; code deposit","no",,
131,"Amelia","Guide for Accelerating Computational Reproducibility in the Social Sciences","Availability","data provenance",,"injunctive","In the paper you chose, find references to all data sources used in the analysis. A data source is usually described in narrative form. For example, if in the body of the paper, or the appendix, you see text like “(…) for earnings in 2018 we use the Current Population Survey”, the data source should be recorded as “2018 Current Population Survey”. If the first reference to this data source is found on page 1 of the appendix, you should record its location as “A1”. Do this for all data sources mentioned in the paper. Each row represents a unique data source.

Data sources also vary by unit of analysis, with some sources matching the same unit of analysis used in the paper (as in previous examples). In contrast, others may be less clear, e.g., “our information on regional minimum wages comes from the Bureau of Labor Statistics.” You should record such data source as “regional minimum wages from the Bureau of Labor Statistics.”

Next, look at the reproduction package and map the data sources mentioned in the paper to the data files in the reproduction package. In the Location column, record their folder locations relative to the main reproduction folder1. In addition to looking at the existing data files, we recommend that you also review the first lines of all code files (especially cleaning code), looking for lines that call the datasets. Inspecting these scripts may help you understand how different data sources are used, and possibly identify any missing files from the reproduction package. Whenever a data source contains multiple files, enter them in the same cell, separated by semicolon (;).","third-party certification",,"no",,
131,"Amelia","Guide for Accelerating Computational Reproducibility in the Social Sciences","Availability","new criterion","code documentation/anotation","tacit","Improve documentation by adding comments to the code.",,,,,
131,"Amelia","Guide for Accelerating Computational Reproducibility in the Social Sciences","Executability","new criterion","workflow/reproduction tree","tacit","""the SSRP will build a diagram that can help you visually trace your display items to the code and data files that produce them."" (https://bitss.github.io/ACRE/assessment.html#levels-of-computational-reproducibility-for-a-specific-display-item)","numerical output match; table and figure match","data deposit; code deposit; data documentation","yes","no","The workflow tree builder is embedded in the SSRP system"
131,"Amelia","Guide for Accelerating Computational Reproducibility in the Social Sciences","Executability","dependency resolution",,"tacit","Environment set up: Modify the code to include correct paths to files, specific versions of software, and instructions to install missing packages or libraries.","numerical output match; table and figure match","code deposit","no",,
131,"Amelia","Guide for Accelerating Computational Reproducibility in the Social Sciences","Executability","path resolution",,"tacit","Environment set up: Modify the code to include correct paths to files, specific versions of software, and instructions to install missing packages or libraries.","numerical output match; table and figure match","code deposit","no",,
131,"Amelia","Guide for Accelerating Computational Reproducibility in the Social Sciences","Executability","computing environment",,"tacit","Set up a computing capsule that executes the entire reproduction in a web browser without needing to install any software. For examples, see Binder and Code Ocean.","numerical output match; table and figure match","code deposit","no",,
131,"Amelia","Guide for Accelerating Computational Reproducibility in the Social Sciences","Executability","coding error handling",,"injunctive","Whenever code is available in the reproduction package, you should be able to debug those scripts. There are at least five types of debugging that can improve the reproduction package:
Code cleaning: Simplify the instructions (e.g., by wrapping repetitive steps in a function or a loop) or remove redundant code (i.e., old code that was commented out) while keeping the original output intact.
Performance improvement: Replace the original instructions with new ones that perform the same tasks but take less time (e.g., choose one numerical optimization algorithm over another while still obtaining the same results).
Adding unit tests: Add if/then statements after a code chunk or section (more or less every 100 lines of code) where you test that variables or statistics are computing as expected. If the value has changed, create a warning message that mentions what object has changed.
Environment set up: Modify the code to include correct paths to files, specific versions of software, and instructions to install missing packages or libraries.
Correcting errors: A coding error will occur when a section of the code in the production package executes a procedure that is in direct contradiction with the intended procedure expressed in the documentation (i.e., paper or code comments). For example, an error will occur if the paper specifies that the analysis is performed on a population of males, but the code restricts the analysis to females only.","numerical output match; table and figure match","code deposit; data deposit; data documentation","no",,
131,"Amelia","Guide for Accelerating Computational Reproducibility in the Social Sciences","Executability","new criterion","version control","tacit","Set up the reproduction package using version control software, such as Git.",,,,,
131,"Amelia","Guide for Accelerating Computational Reproducibility in the Social Sciences","Consistency","numerical output match",,"injunctive","All necessary materials are available and produce consistent results with those presented in the paper. The reproduction involves minimal effort and can be conducted starting from the analytic data ( CRA) and the raw data (CRR).",,"code deposit; data deposit; workflow/reproduction tree; dependency resolution; path resolution; computing environment; coding error handling","no",,
131,"Amelia","Guide for Accelerating Computational Reproducibility in the Social Sciences","Consistency","new criterion","third-party certification","injunctive","""...the authors provide a certification that a third party was able to reproduce the display item (or the paper as a whole) from the analysis data (CRA). Such certification may include a signed letter by a disinterested reproducer or a certificate from a certification agency for data and code"" (https://bitss.github.io/ACRE/assessment.html#adjusting-levels-to-account-for-confidentialproprietary-data)",,"data provenance","no",,"especially for proprietary data"
132,"Amelia","Long-term effects of the targeting the ultra poor program—a reproducibility and replicability assessment of banerjee et al. (2021)","Availability","data deposit",,"tacit","""BDS meet all criteria by providing analysis code, data, cleaning code, and raw data"" (p. 4–5)",,,"unclear",,
132,"Amelia","Long-term effects of the targeting the ultra poor program—a reproducibility and replicability assessment of banerjee et al. (2021)","Availability","code deposit",,"tacit","""the authors provide... all do-files to clean, prepare, and analyze the data alongside a master do-file that executes all do-files in the correct order"" (p. 4–5)",,,"unclear",,
132,"Amelia","Long-term effects of the targeting the ultra poor program—a reproducibility and replicability assessment of banerjee et al. (2021)","Availability","data documentation",,"tacit","""the authors provide all questionnaires, a read-me document..."" (p. 4–5)",,,"unclear",,
132,"Amelia","Long-term effects of the targeting the ultra poor program—a reproducibility and replicability assessment of banerjee et al. (2021)","Consistency","numerical output match",,"tacit","""For BDS-Table 4, we obtain some negligible discrepancies in effect sizes (affecting the third decimal place) and number of observations (two observations)"" (p. 4–5)",,,"unclear",,
132,"Amelia","Long-term effects of the targeting the ultra poor program—a reproducibility and replicability assessment of banerjee et al. (2021)","Consistency","table and figure match",,"tacit","""We exactly reproduce BDS-Tables 1–3 as well as BDS-Fig. 1"" (p. 4–5)",,,"unclear",,
133,"Amelia","From guidelines to practice: evaluating the reproducibility of methods in computational social science","Availability","data documentation",,"tacit","""Participants reported unclear distinctions between mandatory and optional steps, insufficient detail in README files, and missing guidance for environment setup and file handling."" (4.2.1)",,,"unclear",,
133,"Amelia","From guidelines to practice: evaluating the reproducibility of methods in computational social science","Executability","computing environment",,"tacit","""Environment standardization addresses system-level fragility. Condition C virtually eliminated environment-related failures..."" (5.3, Implications bullet)",,,"unclear",,
133,"Amelia","From guidelines to practice: evaluating the reproducibility of methods in computational social science","Executability","dependency resolution",,"tacit","""These issues included dependency conflicts, missing files, version mismatches, and broken or deprecated APIs"" (4.2.2)",,,"unclear",,
134,"Amelia","PaperRepro: automated computational reproducibility assessment for social science papers","Executability","dependency resolution",,"tacit","""it identifies required dependencies from scripts and documentation, then consolidates them into a single installation script"" (§3.1, Setup Agent, p.3)",,,"yes","yes",
134,"Amelia","PaperRepro: automated computational reproducibility assessment for social science papers","Executability","path resolution",,"injunctive","""Reproduction scripts often hard-code local file paths, which causes execution to fail... The system must rewrite the path to point to the correct local location."" (§2, Scenario 2, p.2)",,,"yes","yes",
134,"Amelia","PaperRepro: automated computational reproducibility assessment for social science papers","Executability","coding error handling",,"injunctive","""Score 2 reflects minor inconsistencies or errors in the provided code that do not change major findings."" (§4.1.1, p.6)",,,"yes","yes",
134,"Amelia","PaperRepro: automated computational reproducibility assessment for social science papers","Consistency","codes consistent with claims",,"tacit","""It also performs a lightweight semantic inspection to assess code quality and detect potential logical or coding errors, consulting the paper 𝑃 when needed."" (§3.1, Execution Agent, p.4)",,,"yes","yes",
134,"Amelia","PaperRepro: automated computational reproducibility assessment for social science papers","Consistency","numerical output match",,"tacit","""Score 3 reflects minor differences in presentation, such as rounding or formatting."" (§4.1.1, p.6) and ""These discrepancies require careful alignment between reproduced artifacts and reported results, rather than direct equality checks."" (§2, Scenario 3, p.2)",,,"yes","yes",
135,"Amelia","Automating computational reproducibility in social science: comparing prompt-based and agent-based approaches","Availability","code deposit",,"injunctive","""all necessary code and data must be equally accessible"" (p. 3)",,,"unclear",,
135,"Amelia","Automating computational reproducibility in social science: comparing prompt-based and agent-based approaches","Availability","data deposit",,"injunctive","""all necessary code and data must be equally accessible"" (p. 3)",,,"unclear",,
136,"Amelia","Artisan: agentic artifact evaluation","Availability","code deposit",,"injunctive","""The reproduction script s should contain all logic needed to reproduce the table from scratch, from running the artifact to formatting outputs into the final table."" (p. 3).","dependency resolution; path resolution; computing environment; numerical output match; table and figure match",,"yes","yes",
136,"Amelia","Artisan: agentic artifact evaluation","Availability","data documentation",,"injunctive","""the instructions for reproducibility are clearly documented in the README. If this condition is met, the reproduction task becomes significantly easier"" (p. 13, Section 4.2.2). Also: the artifact download mechanism ""locates the README file by searching for files whose names begin with 'README'"" (p. 6).","dependency resolution; computing environment; numerical output match",,"yes","yes",
136,"Amelia","Artisan: agentic artifact evaluation","Executability","computing environment",,"injunctive","""We exclude 42 papers whose artifacts are not packaged using Docker, which yields 72 remaining papers. This reflects the fact that Docker and related virtualization technologies are now standard in artifact evaluation."" (p. 9, Section 3.2).","dependency resolution; path resolution; numerical output match; table and figure match","code deposit","yes","no",
136,"Amelia","Artisan: agentic artifact evaluation","Executability","dependency resolution",,"tacit","""The agent must first download the artifact file before it can proceed with reproducing the results. However, we found that agents often struggle to find the correct way to download the actual artifact file given the artifact URL."" (p. 6). Also: excluding papers that rely on non-public APIs (p. 9) implicitly treats dependency resolvability as a requirement.","numerical output match; table and figure match","code deposit","yes","yes",
136,"Amelia","Artisan: agentic artifact evaluation","Executability","path resolution",,"tacit","""If provided scripts are non-functional (e.g., an obsolete Dockerfile), s may fix them, so the table can still be reproduced."" (p. 3).","numerical output match; table and figure match","code deposit","yes","yes",
136,"Amelia","Artisan: agentic artifact evaluation","Executability","coding error handling",,"injunctive","""If the method judge classifies the submitted script as either last-mile reproduction or full reproduction, Artisan accepts the submitted script as the final reproduction script. In contrast, scripts classified as copied-results are rejected."" (p. 8).","numerical output match; table and figure match","code deposit","yes","yes","a two-tier rule for what counts as tolerable vs. intolerable errors during execution (static/runtime errors → feedback loop; last-mile → accepted; copied-results → rejected)."
136,"Amelia","Artisan: agentic artifact evaluation","Consistency","codes consistent with claims",,"injunctive","""LLM-based method judge… classifies the reproduction method into three categories: Copied results: The submitted script just copies the expected values from the checked-in results or the paper without any meaningful reproduction… Last-mile reproduction… Full reproduction: The submitted script performs the most complete reproduction possible."" (p. 8).","numerical output match; table and figure match","code deposit","yes","yes",
136,"Amelia","Artisan: agentic artifact evaluation","Consistency","numerical output match",,"injunctive","""the output judge runs the submitted script in a fresh container environment and classifies the result into four categories… Success: The submitted script runs to completion without any error, and the results match the expected values."" (p. 7).","table and figure match","code deposit; coding error handling","yes","yes",
136,"Amelia","Artisan: agentic artifact evaluation","Consistency","table and figure match",,"injunctive","""Artisan, an automated LLM agent for reproducing research results given a paper and its artifact… The reproduction script s should contain all logic needed to reproduce the table from scratch… to formatting outputs into the final table."" (p. 3).",,"code deposit; coding error handling; numerical output match","yes","yes",
137,"Amelia","Overcoming barriers to computational reproducibility","Availability","data deposit",,"injunctive","""The code and data supplement should contain all materials necessary to independently reproduce the results... This typically includes the complete analytical code, the relevant dataset or datasets (where possible)"" (p.7)",,,"unclear",,
137,"Amelia","Overcoming barriers to computational reproducibility","Availability","code deposit",,"injunctive","""The code and data supplement should contain all materials necessary to independently reproduce the results... This typically includes the complete analytical code, the relevant dataset or datasets (where possible)"" (p.7)",,,"unclear",,
137,"Amelia","Overcoming barriers to computational reproducibility","Availability","data documentation",,"injunctive","""A README file is of central importance. It should give a brief overview of all files... For long-term reproducibility, the software environment must also be clearly documented, including the versions of all additional packages used."" (p.7)",,,"unclear",,
138,"Amelia","Reproducibility and robustness of economics and political science research","Availability","data documentation",,"injunctive","""Data editors ensure that replication packages include data and codes, and that the documentation (for example, a readme file) is complete."" (Methods, ""Journal policy"")",,"code deposit; data deposit",,,
138,"Amelia","Reproducibility and robustness of economics and political science research","Executability","computing environment",,"injunctive","""one team who computationally reproduced the results using a different version of the software used in the original study uncovered noteworthy differences in the magnitude and significance of the estimates"" (main text, ""Coding errors and recoding"")","numerical output match","code deposit","unclear",,
138,"Amelia","Reproducibility and robustness of economics and political science research","Consistency","table and figure match",,"injunctive","""Computational reproducibility pertains to the ability of the provided replication folder to reproduce the exhibits and statistics displayed in the research (that is, manuscripts and appendices)."" (main text, opening of ""Coding errors and recoding"")",,"code deposit; data deposit; coding error handing","unclear",,
138,"Amelia","Reproducibility and robustness of economics and political science research","Consistency","codes consistent with claims",,"injunctive","""Of note, a paper might be fully reproducible, but the programs may contain coding errors. Similarly, there might be important discrepancies between what the article states and what the programs compute, while remaining computationally reproducible"" (p. 155)",,"code deposit; data deposit; coding error handing","unclear",,
